card_name,set_name,type,is_kingdom_card,cost,card_text,clean,in_supply,supply,clean_name,split_name,images
Squire,Dark Ages,Action,1,$2,"+$1\nChoose one: +2 Actions; or +2 Buys; or gain a Silver.\dWhen you trash this, gain an Attack card.",squire,1,1,squire,['squire'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/dark-ages/squire.jpg
Storeroom,Dark Ages,Action,1,$3,+1 Buy\nDiscard any number of cards. +1 Card per card discarded. Discard any number of cards. +$1 per card discarded the second time.,storeroom,1,1,storeroom,['storeroom'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/dark-ages/storeroom.jpg
Survivors,Dark Ages,Action-Ruins,1,$0,Look at the top 2 cards of your deck. Discard them or put them back in any order.,survivors,1,1,survivors,['survivors'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/dark-ages/survivors.jpg
Urchin,Dark Ages,Action-Attack,1,$3,"+1 Card\n+1 Action\nEach other player discards down to 4 cards in hand.\dWhen you play another Attack card with this in play, you may trash this. If you do, gain a Mercenary from the Mercenary pile.",urchin,1,1,urchin,['urchin'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/dark-ages/urchin.jpg
Vagrant,Dark Ages,Action,1,$2,"+1 Card\n+1 Action\nReveal the top card of your deck. If it's a Victory card, Curse, Ruins, or Shelter, put it into your hand.",vagrant,1,1,vagrant,['vagrant'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/dark-ages/vagrant.jpg
Wandering Minstrel,Dark Ages,Action,1,$4,+1 Card\n+2 Actions\nReveal the top 3 cards of your deck. Put the Actions back on top in any order and discard the rest.,wandering minstrel,1,1,wandering minstrel,"['wandering', 'minstrel']",https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/dark-ages/wandering-minstrel.jpg
Advisor,Guilds,Action,1,$4,+1 Action\nReveal the top 3 cards of your deck. The player to your left chooses one of them. Discard that card. Put the other cards into your hand.,advisor,1,1,advisor,['advisor'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/guilds/advisor.jpg
Baker,Guilds,Action,1,$5,+1 Card\n+1 Action\nTake a Coin token.\dSetup: Each player takes a Coin token.,baker,1,1,baker,['baker'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/guilds/baker.jpg
Butcher,Guilds,Action,1,$5,"Take 2 Coin tokens. You may trash a card from your hand and then pay any number of Coin tokens. If you did trash a card, gain a card with a cost of up to the cost of the trashed card plus the number of Coin tokens you paid.",butcher,1,1,butcher,['butcher'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/guilds/butcher.jpg
Candlestick Maker,Guilds,Action,1,$2,+1 Action\n+1 Buy\nTake a Coin token.,candlestick maker,1,1,candlestick maker,"['candlestick', 'maker']",https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/guilds/candlestick-maker.jpg
Doctor,Guilds,Action,1,$3+,"Name a card. Reveal the top 3 cards of your deck. Trash the matches. Put the rest back on top in any order.\dWhen you buy this, you may overpay for it. For each $1 you overpaid, look at the top card of your deck; trash it, discard it, or put it back.",doctor,1,1,doctor,['doctor'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/guilds/doctor.jpg
Herald,Guilds,Action,1,$4+,"+1 Card\n+1 Action\nReveal the top card of your deck. If it is an Action, play it.\dWhen you buy this, you may overpay for it. For each $1 you overpaid, look through your discard pile and put a card from it on top of your deck.",herald,1,1,herald,['herald'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/guilds/herald.jpg
Journeyman,Guilds,Action,1,$5,Name a card. Reveal cards from the top of your deck until you reveal 3 cards that are not the named card. Put those cards into your hand and discard the rest.,journeyman,1,1,journeyman,['journeyman'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/guilds/journeyman.jpg
Masterpiece,Guilds,Treasure,1,$3+,"Worth $1\dWhen you buy this, you may overpay for it. If you do, gain a Silver per $1 you overpaid.",masterpiece,1,1,masterpiece,['masterpiece'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/guilds/masterpiece.jpg
Merchant Guild,Guilds,Action,1,$5,"+1 Buy\n+$1.\dWhile this is in play, when you buy a card, take a Coin token.",merchant guild,1,1,merchant guild,"['merchant', 'guild']",https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/guilds/merchant-guild.jpg
Plaza,Guilds,Action,1,$4,"+1 Card. +2 Actions. You may discard a Treasure card. If you do, take a Coin token.",plaza,1,1,plaza,['plaza'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/guilds/plaza.jpg
Soothsayer,Guilds,Action-Attack,1,$5,Gain a Gold. Each other player gains a Curse. Each player who did draws a card.,soothsayer,1,1,soothsayer,['soothsayer'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/guilds/soothsayer.jpg
Stonemason,Guilds,Action,1,$2+,"Trash a card from your hand. Gain 2 cards each costing less than it.\dWhen you buy this, you may overpay for it. If you do, gain 2 Action cards each costing the amount you overpaid.",stonemason,1,1,stonemason,['stonemason'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/guilds/stonemason.jpg
Taxman,Guilds,Action-Attack,1,$4,"You may trash a Treasure from your hand. Each other player with 5 or more cards in hand discards a copy of it (or reveals a hand without it). Gain a Treasure card costing up to $3 more than the trashed card, putting it on top of your deck.",taxman,1,1,taxman,['taxman'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/guilds/taxman.jpg
Amulet,Adventures,Action-Duration,1,$3,"Now and at the start of your next turn, choose one: +$1; or trash a card from your hand; or gain a Silver.",amulet,1,1,amulet,['amulet'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/amulet.jpg
Artificer,Adventures,Action,1,$5,"+1 Action\n+1 Card\n+$1\nDiscard any number of cards. You may gain a card costing exactly $1 per card discarded, putting it on top of your deck.",artificer,1,1,artificer,['artificer'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/artificer.jpg
Bridge Troll,Adventures,Action-Attack-Duration,1,$5,"Each other player takes his -$1 token. Now and at the start of your next turn:\n+1 Buy\dWhile this is in play, cards cost $1 less on your turns, but not less than $0.",bridge troll,1,1,bridge troll,"['bridge', 'troll']",https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/bridge-troll.jpg
Caravan Guard,Adventures,Action-Duration-Reaction,1,$3,"+1 Card\n+1 Action\nAt the start of your next turn, +$1.\dWhen another player plays an Attack card, you may play this from your hand. (+1 Action has no effect if it's not your turn.)",caravan guard,1,1,caravan guard,"['caravan', 'guard']",https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/caravan-guard.jpg
Coin of the Realm,Adventures,Treasure-Reserve,1,$2,"Worth $1\nWhen you play this, put it on your Tavern mat.\dDirectly after resolving an Action, you may call this, for +2 Actions.",coin of the realm,1,1,coin of the realm,"['coin', 'of', 'the', 'realm']",https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/coin-of-the-realm.jpg
Distant Lands,Adventures,Action-Reserve-Victory,1,$5,Put this on your Tavern mat.\dWorth 4VP if on your Tavern mat at the end of the game (otherwise worth 0VP).,distant lands,1,1,distant lands,"['distant', 'lands']",https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/distant-lands.jpg
Dungeon,Adventures,Action-Duration,1,$3,"+1 Action\nNow and at the start of your next turn: +2 Cards, then discard 2 cards.",dungeon,1,1,dungeon,['dungeon'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/dungeon.jpg
Duplicate,Adventures,Action-Reserve,1,$4,"Put this on your Tavern mat.\dWhen you gain a card costing up to $6, you may call this, to gain a copy of that card.",duplicate,1,1,duplicate,['duplicate'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/duplicate.jpg
Gear,Adventures,Action-Duration,1,$3,"+2 Cards\nSet aside up to 2 cards from your hand face down. At the start of your next turn, put them into your hand.",gear,1,1,gear,['gear'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/gear.jpg
Giant,Adventures,Action-Attack,1,$5,"Turn your Journey token over (it starts face up). If it's face down, +$1. If it's face up, +$5, and each other player reveals the top card of his deck, trashes it if it costs from $3 to $6, and otherwise discards it and gains a Curse.",giant,1,1,giant,['giant'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/giant.jpg
Guide,Adventures,Action-Reserve,1,$3,"+1 Card\n+1 Action\nPut this on your Tavern mat.\dAt the start of your turn, you may call this, to discard your hand and draw 5 cards.",guide,1,1,guide,['guide'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/guide.jpg
Haunted Woods,Adventures,Action-Attack-Duration,1,$5,"Until you next turn, when any other player buys a card, he puts his hand on top of his deck in any order.\nAt the start of your next turn:\n+3 Cards",haunted woods,1,1,haunted woods,"['haunted', 'woods']",https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/haunted-woods.jpg
Hireling,Adventures,Action-Duration,1,$6,At the start of each of your turns for the rest of the game:\d+1 Card\d(This stays in play.),hireling,1,1,hireling,['hireling'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/hireling.jpg
Lost City,Adventures,Action,1,$5,"+2 Cards\n+2 Actions\dWhen you gain this, each other player draws a card.",lost city,1,1,lost city,"['lost', 'city']",https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/lost-city.jpg
Magpie,Adventures,Action,1,$4,"+1 Card\n+1 Action\nReveal the top card of your deck. If it's a Treasure, put it into your hand. If it's an Action or Victory card, gain a Magpie.",magpie,1,1,magpie,['magpie'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/magpie.jpg
Messenger,Adventures,Action,1,$4,"+1 Buy\n+$2\nYou may put your deck into your discard pile.\dWhen this is your first buy in a turn, gain a card costing up to $4, and each other player gains a copy of it.",messenger,1,1,messenger,['messenger'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/messenger.jpg
Miser,Adventures,Action,1,$4,Choose one: Put a Copper from your hand onto your Tavern mat; or +$1 per Copper on your Tavern mat.,miser,1,1,miser,['miser'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/miser.jpg
Page,Adventures,Action-Traveller,1,$2,"+1 Card\n+1 Action\dWhen you discard this from play, you may exchange it for a Treasure Hunter.",page,1,1,page,['page'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/page.jpg
Peasant,Adventures,Action-Traveller,1,$2,"+1 Buy\n+$1\dWhen you discard this from play, you may exchange it for a Soldier.",peasant,1,1,peasant,['peasant'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/peasant.jpg
Port,Adventures,Action,1,$4,"+1 Card\n+2 Actions\dWhen you buy this, gain another Port.",port,1,1,port,['port'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/port.jpg
Ranger,Adventures,Action,1,$4,"+1 Buy\nTurn your Journey token over (it starts face up). If it's face up, +5 Cards.",ranger,1,1,ranger,['ranger'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/ranger.jpg
Ratcatcher,Adventures,Action-Reserve,1,$2,"+1 Card\n+1 Action\nPut this on your Tavern mat.\dAt the start of your turn, you may call this to trash a card from your hand.",ratcatcher,1,1,ratcatcher,['ratcatcher'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/ratcatcher.jpg
Raze,Adventures,Action,1,$2,+1 Action\nTrash this or a card from your hand. Look at a number of cards from the top of your deck equal to the cost in $ of the trashed card. Put one into your hand and discard the rest.,raze,1,1,raze,['raze'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/raze.jpg
Relic,Adventures,Treasure-Attack,1,$5,"Worth $2\nWhen you play this, each other player puts his -1 Card token on his deck.",relic,1,1,relic,['relic'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/relic.jpg
Royal Carriage,Adventures,Action-Reserve,1,$5,"+1 Action\nPut this on your Tavern mat.\dDirectly after resolving an Action, if it's still in play, you may call this, to replay that Action.",royal carriage,1,1,royal carriage,"['royal', 'carriage']",https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/royal-carriage.jpg
Storyteller,Adventures,Action,1,$5,+1 Action\n+$1\nPlay up to 3 Treasures from your hand. Pay all of your $; +1 Card per $ paid.,storyteller,1,1,storyteller,['storyteller'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/storyteller.jpg
Swamp Hag,Adventures,Action-Attack-Duration,1,$5,"Until your next turn, when any other player buys a card, he gains a Curse.\nAt the start of your next turn:\n+$3",swamp hag,1,1,swamp hag,"['swamp', 'hag']",https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/swamp-hag.jpg
Transmogrify,Adventures,Action-Reserve,1,$4,"+1 Action\nPut this on your Tavern mat.\nAt the start of your turn, you may call this, to trash a card from your hand, gain a card costing up to $1 more than it, and put that card into your hand.",transmogrify,1,1,transmogrify,['transform'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/transmogrify.jpg
Treasure Trove,Adventures,Treasure,1,$5,"Worth $2\nWhen you play this, gain a Gold and a Copper.",treasure trove,1,1,treasure trove,"['treasure', 'trove']",https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/treasure-trove.jpg
Wine Merchant,Adventures,Action-Reserve,1,$5,"+1 Buy\n+$4\nPut this on your Tavern mat.\dAt the end of your Buy phase, if you have at least $2 unspent, you may discard this from your Tavern mat.",wine merchant,1,1,wine merchant,"['wine', 'merchant']",https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/adventures/wine-merchant.jpg
City Quarter,Empires,Action,1,$0,+2 Actions\nReveal your hand. +1 Card per Action card revealed.,city quarter,1,1,city quarter,"['city', 'quarter']",https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/city-quarter.jpg
Engineer,Empires,Action,1,$0,"Gain a card costing up to 4 Coins. You may trash this. If you do, gain a card costing up to 4 Coins.",engineer,1,1,engineer,['engineer'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/engineer.jpg
Overlord,Empires,Action,1,$0,Play this as if it were an Action card in the Supply costing up to 5 Coins. This is that card until it leaves play.,overlord,1,1,overlord,['overlord'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/overlord.jpg
Royal Blacksmith,Empires,Action,1,$0,+5 Cards\nReveal your hand; discard the Coppers.,royal blacksmith,1,1,royal blacksmith,"['royal', 'blacksmith']",https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/royal-blacksmith.jpg
Encampment/Plunder,Empires,Action,1,$2,"This pile starts the game with 5 copies of Encampment on top, then 5 copies of Plunder. Only the top card of the pile can be gained or bought.",encampment/plunder,1,1,encampment plunder,"['encampment', 'plunder']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/encampment%20plunder.jpg
Patrician/Emporium,Empires,Action,1,$2,"This pile starts the game with 5 copies of Patrician on top, then 5 copies of Emporium. Only the top card of the pile can be gained or bought.",patrician/emporium,1,1,patrician emporium,"['patrician', 'emporium']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/patrician%20emporium.jpg
Settlers/Bustling Village,Empires,Action,1,$2,"This pile starts the game with 5 copies of Settlers on top, then 5 copies of Bustling Village. Only the top card of the pile can be gained or bought.",settlers/bustling village,1,1,settlers bustling village,"['settlers', 'bustling', 'village']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/settlers%20bustling%20village.jpg
Castles,Empires,Victory-Castle,1,$3,"Sort the castle pile by cost, putting the more expensive Castles on the bottom. For a 2-player game, use only one of each Castle. Only the top card of the pile may be gained or bought.",castles,1,1,castles,['castles'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/castles.jpg
Catapult/Rocks,Empires,Action-Attack,1,$3,"This pile starts the game with 5 copies of Catapult on top, then 5 copies of Rocks. Only the top card of the pile can be gained or bought.",catapult/rocks,1,1,catapult rocks,"['catapult', 'rocks']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/catapult%20rocks.jpg
Chariot Race,Empires,Action,1,$3,+1 Action,chariot race,1,1,chariot race,"['chariot', 'race']",https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/chariot-race.jpg
Enchantress,Empires,Action-Attack-Duration,1,$3,"Until your next turn, the first time each other player plays an Action card on their turn, they get +1 Card and +1 Action instead of following its instructions.\nAt the start of your next turn,\n+1 Cards",enchantress,1,1,enchantress,['enchantress'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/enchantress.jpg
Farmer's Market,Empires,Action-Gathering,1,$3,"+1 Buy\nIf there are 4 Victory or more on the Farmer's Market Supply pile, take them and trash this. Otherwise, add 1 Victory to the pile and then +1 Coin per 1 Victory on the pile.",farmer market,1,1,farmer market,"['farmer', 'market']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/farmer%20market.jpg
Gladiator/Fortune,Empires,Action,1,$3,"This pile starts the game with 5 copies of Gladiator on top, then 5 copies of Fortune. Only the top card of the pile can be gained or bought.",gladiator/fortune,1,1,gladiator fortune,"['gladiator', 'fortune']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/gladiator%20fortune.jpg
Sacrifice,Empires,Action,1,$4,"Trash a card from your hand. If it's an\nAction card, +1 Cards, +2 Actions\nTreasure card, +2 Coins\nVictory card, +2 Victory",sacrifice,1,1,sacrifice,['sacrifice'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/sacrifice.jpg
Temple,Empires,Action-Gathering,1,$4,"+1 Victory\nTrash from 1 to 3 differently named cards from your hand. Add 1 Victory to the Temple Supply pile.\dWhen you gain this, take all the Victory from the Temple Supply pile.",temple,1,1,temple,['temple'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/temple.jpg
Villa,Empires,Action,1,$4,"+2 Actions\n+1 Buy\n+1 Coin\dWhen you gain this, put it into your hand, +1 Action, and if it's your Buy phase return to your Action phase.",villa,1,1,villa,['villa'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/villa.jpg
Archive,Empires,Action-Duration,1,$5,"+1 Action\nSet aside the top 3 cards of your deck face down (you may look at them). Now and at the start of your next two turns, put one into your hand.",archive,1,1,archive,['archive'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/archive.jpg
Capital,Empires,Treasure,1,$5,"6 Coins\n+1 Buy\dWhen you discard this from play, take 6 Debt, and then you may pay off Debt.",capital,1,1,capital,['capital'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/capital.jpg
Charm,Empires,Treasure,1,$5,"When you play this, choose one: +1 Buy and +2 Coins; or the next time you buy a card this turn, you may also gain a differently named card with the same cost.",charm,1,1,charm,['charm'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/charm.jpg
Crown,Empires,Action-Treasure,1,$5,"If it's your Action phase, you may play an Action from your hand twice. If it's your Buy phase, you may play a Treasure from your hand twice.",crown,1,1,crown,['crown'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/crown.jpg
Forum,Empires,Action,1,$5,"+1 Card\n+1 Action\nDiscard 2 cards.\dWhen you buy this, +1 Buy.",forum,1,1,forum,['forum'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/forum.jpg
Groundskeeper,Empires,Action,1,$5,"+1 Card\n+1 Action\dWhile this is in play, when you gain a Victory card, +1 Victory.",groundskeeper,1,1,groundskeeper,['groundskeeper'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/groundskeeper.jpg
Legionary,Empires,Action-Attack,1,$5,"+3 Coins\nYou may reveal a Gold from your hand. If you do, each other player discards down to 2 cards in hand, then draws a card.",legionary,1,1,legionary,['legionary'],https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/legionary.jpg
Wild Hunt,Empires,Action-Gathering,1,$5,"Choose one: +3 Cards and add 1 Victory to the Wild Hunt Supply pile; or gain an Estate, and if you do, take the Victory from the pile.",wild hunt,1,1,wild hunt,"['wild', 'hunt']",https://raw.githubusercontent.com/tempfillernamegithq/dominion-cards/master/empires/wild-hunt.jpg
Druid,Nocturne,Action-Fate,1,$2,"+1 Buy\nReceive one of the set aside, Boons, leaving it there.\dSetup: Set aside the top 3 Boons, face-up.",druid,1,1,druid,['druid'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/druid.jpg
Faithful Hound,Nocturne,Action-Reaction,1,$2,"+2 Cards\dWhen you discard this other than during Clean-up, you may set it aside, and put it into your hand at end of turn.",faithful hound,1,1,faithful hound,"['faithful', 'hound']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/faithful%20hound.jpg
Guardian,Nocturne,Night-Duration,1,$2,"Until your next turn, when another player plays an Attack card, it doesnt affect you. At the start of your next turn, +$1.\dThis is gained to your hand (instead of your discard pile).",guardian,1,1,guardian,['guardian'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/guardian.jpg
Monastery,Nocturne,Night,1,$2,"For each card youve gained this turn, you may trash a card from your hand or a Copper you have in play.",monastery,1,1,monastery,['monastery'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/monastery.jpg
Pixie,Nocturne,Action-Fate,1,$2,+1 Card\n+1 Action\nDiscard the top Boon. You may trash this to receive that Boon twice.\n(When this is in the supply each player replaces one starting copper with Heirloom: Goat),pixie,1,1,pixie,['pixie'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/pixie.jpg
Goat,Nocturne,Treasure-Heirloom,1,$2,"Worth $1\nWhen you play this, you may trash a card from your hand.",goat,1,1,goat,['goat'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/goat.jpg
Tracker,Nocturne,Action-Fate,1,$2,"+$1.\nReceive a Boon.\nWhile this is in play, when you gain a card, you may put that card onto your deck.\n(When this is in the supply each player replaces one starting copper with Heirloom: Pouch)",tracker,1,1,tracker,['tracker'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/tracker.jpg
Pouch,Nocturne,Treasure-Heirloom,1,$2,$1\n+1 Buy,pouch,1,1,pouch,['pouch'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/pouch.jpg
Changeling,Nocturne,Night,1,$3,"$3\nNight\nTrash this. Gain a copy of a card you have in play.\dIn games using this, when you gain a card costing $3 or more, you may exchange it for a Changeling.",changeling,1,1,changeling,['changeling'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/changeling.jpg
Fool,Nocturne,Action-Fate,1,$3,"If you arent the player with Lost in the Woods, take it, take 3 Boons, and receive the Boons in any order.\n(When this is in the supply each player replaces one starting copper with Heirloom: Lucky Coin)",fool,1,1,fool,['fool'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/fool.jpg
Lucky Coin,Nocturne,Treasure-Heirloom,1,$3,"Worth $1\nWhen you play this, gain a Silver.",lucky coin,1,1,lucky coin,"['lucky', 'coin']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/lucky%20coin.jpg
Ghost Town,Nocturne,Night-Duration,1,$3,"At the start of your next turn, +1 Card and +1 Action.\dThis is gained to your hand (instead of your discard pile).",ghost town,1,1,ghost town,"['ghost', 'town']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/ghost%20town.jpg
Leprechaun,Nocturne,Action-Doom,1,$3,"Gain a Gold. If you have exactly 7 cards, gain a Wish from its pile. Otherwise, receive a Hex.",leprechaun,1,1,leprechaun,['leprechaun'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/leprechaun.jpg
Night Watchman,Nocturne,Night,1,$3,"Look at the top 5 cards of your deck, discard any number, and put the rest back in any order.\dThis is gained to your hand (instead of your discard pile).",night watchman,1,1,night watchman,"['night', 'watchman']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/night%20watchman.jpg
Secret Cave,Nocturne,Action-Duration,1,$3,"+1 Card\n+1 Action\nYou may discard 3 cards. If you did, then at the start of your next turn: +$3.\n(When this is in the supply each player replaces one starting copper with Heirloom: Magic Lamp)",secret cave,1,1,secret cave,"['secret', 'cave']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/secret%20cave.jpg
Magic Lamp,Nocturne,Treasure-Heirloom,1,$0,"$1\dWhen you play this, if there are at least 6 cards that you have exactly 1 copy of in play, trash this. If you do, gain 3 Wishes from their pile.",magic lamp,1,1,magic lamp,"['magic', 'lamp']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/magic%20lamp.jpg
Bard,Nocturne,Action-Fate,1,$4,+$2\nReceive a Boon.,bard,1,1,bard,['bard'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/bard.jpg
Blessed Village,Nocturne,Action-Fate,1,$4,"+1 Card\n+1 Action\nWhen you gain this, take a Boon. Receive it now or at the start of your next turn.",blessed village,1,1,blessed village,"['blessed', 'village']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/blessed%20village.jpg
Cemetery,Nocturne,Victory,1,$4,"Worth 2VP\dWhen you gain this, trash up to 4 cards from your hand.\n(When this is in the supply each player replaces one starting copper with Heirloom: Haunted Mirror)",cemetery,1,1,cemetery,['cemetery'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/cemetery.jpg
Haunted Mirror,Nocturne,Treasure-Heirloom,1,$0,"Worth $1\dWhen you trash this, you may discard an Action card, to gain a Ghost from its pile.",haunted mirror,1,1,haunted mirror,"['haunted', 'mirror']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/haunted%20mirror.jpg
Conclave,Nocturne,Action,1,$4,"+$2.\nYou may play an Action card from your hand that you dont have a copy of in play. If you do, +1 Action.",conclave,1,1,conclave,['conclave'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/conclave.jpg
Devils Workshop,Nocturne,Night,1,$4,"If the number of cards you gained this turn is:\n2+, gain an Imp from its pile;\n1, gain a card costing up to $4;\n0 gain a Gold.",devils workshop,1,1,devils workshop,"['devils', 'workshop']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/devils%20workshop.jpg
Exorcist,Nocturne,Night,1,$4,Trash a card from your hand. Gain a cheaper Spirit from one of the Spirit Piles.,exorcist,1,1,exorcist,['exorcist'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/exorcist.jpg
Necromancer,Nocturne,Action,1,$4,Play a face-up non-Duration Action card from the trash leaving it there and turning it face down for the turn.\dSetup: Put the 3 Zombies into the trash.,necromancer,1,1,necromancer,['necromancer'],https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/necromancer.jpg
Zombie Apprentice,Nocturne,Action-Zombie,1,$3,You may trash an Action card from your hand for +3 Cards and +1 Action.,zombie apprentice,1,1,zombie apprentice,"['zombie', 'apprentice']",https://raw.githubusercontent.com/NoahChristiansen/extra-dominion-cards/main/card_images/zombie%20apprentice.jpg
